categoria,subcategoria,clase,autor,titulo,edicion,ciudad,anio,editorial,pagina,ilustrador,isbn,cantidad,estado,ubicacion,revisar,notas_revision,texto_original
16. Pedagogia,PEDAGOGIA,14-16-455,,,1,Buenos Aires,2000,Trillas,112,,968-24-6104-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"RAMOS. M. Ferdinando. PEDAGOGIA DE LA LECTURA EN EL AULA. 1° Edición. Buenos Aires, 2000. Editorial. Trillas. Pag. 112. ISBN. 968-24-6104-9."
16. Pedagogia,PEDAGOGIA,14-16-456,"FERNANDEZ, Luis",ANTOLOGIA PEDGOGICA DE PLATON,1,Mexico,1953,Ensayos Pedagogicos,275,,,1,R,Biblioteca,True,Sin ISBN detectado,"FERNANDEZ. Luis. ANTOLOGIA PEDGOGICA DE PLATON. 1° Edicion. Mexico, 1953. Editorial. Ensayos Pedagogicos. Pag. 275."
16. Pedagogia,PEDAGOGIA,14-16-457,"ROMERO, Gilda",EL METODO MONTESSORI DE EDUCACION DIFERENCIAL,1,Buenos Aire,1980,Paidos,340,,84-7509-019-2,1,R,Biblioteca,False,,"ROMERO. Gilda. EL METODO MONTESSORI DE EDUCACION DIFERENCIAL. 1° Edición. Biblioteca del educador contemporaneo. Buenos Aire, 1980. Editorial. Paidos. Pag. 340. ISBN. 84-7509-019-2."
16. Pedagogia,PEDAGOGIA,14-16-458,"FREINET, Elise",PEDAGOGIA FREINET LOS EQUIPOS PEDAGOGICOS COMO METODO,1,Mexico,1994,Trillas,180,,968-24-4755-0,1,R,Biblioteca,False,,"FREINET. Elise. PEDAGOGIA FREINET LOS EQUIPOS PEDAGOGICOS COMO METODO. 1° Edición. Biblioteca grandes educadores. Mexico, 1994. Editorial. Trillas. Pag. 180. ISBN. 968-24-4755-0"
16. Pedagogia,PEDAGOGIA,14-16-459,"BESSE, Jean",Marie. DECROLY. 1,1,Mexico,1995,Trillas,123,,2-7089-9300-3,1,R,Biblioteca,False,,"BESSE. Jean. Marie. DECROLY. 1. 1° Edición. Biblioteca grandes educadores. Mexico, 1995. Editorial. Trillas. Pag. 123. ISBN. 2-7089-9300-3."
16. Pedagogia,PEDAGOGIA,14-16-460,"PIATON, Georges",PESTALOZZI. 2,1,Mexico,1989,Trillas,110,,968-24-2839-4,1,R,Biblioteca,False,,"PIATON. Georges. PESTALOZZI. 2. 1° Edición. Biblioteca grandes educadores. Mexico, 1989. Editorial. Trillas. Pag. 110. ISBN. 968-24-2839-4."
16. Pedagogia,PEDAGOGIA,14-16-461,,,1,Mexico,1989,Trillas,100,,968-24-2840-8,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"PIERRE. J. Louis.ROUSSEAU 3. 3. 1° Edición. Biblioteca grandes educadores. Mexico, 1989. Editorial. Trillas. Pag. 100. ISBN. 968-24-2840-8."
16. Pedagogia,PEDAGOGIA,14-16-462,,,5,Mexico,1989,Trillas,110,,968-24-4391-1,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"GARCIA. G. Enrique. PIAGET. 5° Edición. Biblioteca grandes educadores. Mexico, 1989. Editorial. Trillas. Pag. 110. ISBN. 968-24-4391-1."
16. Pedagogia,PEDAGOGIA,14-16-463,,,1,Mexico,1992,Trillas,100,,968-24-4590-6,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"CUELLAR. P. Hortensia. FROEBEL 6. . 1° Edición. Biblioteca grandes educadores. Mexico, 1992. Editorial. Trillas. Pag. 100. ISBN. 968-24-4590-6."
16. Pedagogia,PEDAGOGIA,14-16-464,"DE LA PAZ, Angel",COMENIO. 7°,1,Buenos Aires,1993,Trillas,235,,968-24-5483-2,1,R,Biblioteca,False,,"DE LA PAZ. Angel. COMENIO. 7°. 1° Edición. Biblioteca grandes educadores. Buenos Aires, 1993. Editorial. Trillas. Pag. 235. ISBN. 968-24-5483-2."
16. Pedagogia,PEDAGOGIA,14-16-465,"COMPAYRE, Gabriel",HERBART. 8-,1,Mexico,1994,Trillas,96,,968-24-4905-7,1,R,Biblioteca,False,,COMPAYRE. Gabriel. HERBART. 8- 1° Edición. Biblioteca grandes educadores. Mexico. 1994. Editorial. Trillas. Pag. 96. ISBN. 968-24-4905-7.
16. Pedagogia,PEDAGOGIA,14-16-466,"MIRA, Emilio",COMO ESTUDIAR Y COMO APRENDER,7,Buenos Aires,1967,Kapelusz,105,,,1,R,Biblioteca,True,Sin ISBN detectado,"MIRA. Emilio. COMO ESTUDIAR Y COMO APRENDER. 7° Edición. Buenos Aires, 1967. Editorial. Kapelusz. Pag. 105."
16. Pedagogia,PEDAGOGIA,14-16-467,"MARLAND, Michael",EL ARTE DE ENSEÑAR (TECNICAS Y ORGANIZACIÓN DEL AULA),1,Madrid,1982,"Morata, S",143,,84-7112-201-4,1,R,Biblioteca,False,,"MARLAND. Michael. EL ARTE DE ENSEÑAR (TECNICAS Y ORGANIZACIÓN DEL AULA). 1° Edición. Madrid, 1982. Editorial. Morata, S.A. Pag. 143. ISBN. 84-7112-201-4."
16. Pedagogia,PEDAGOGIA,14-16-468,"CLAUSSE, Arnould",INICIACION EN LAS CIENCIAS DE LA EDUCACION. Biblioteca de Cultura Pedagogica. Buenos,,Buenos Aires,1970,Kapelusz,204,,,1,R,Biblioteca,True,Sin ISBN detectado,"CLAUSSE. Arnould. INICIACION EN LAS CIENCIAS DE LA EDUCACION. Biblioteca de Cultura Pedagogica. Buenos Aires, 1970. Editorial. Kapelusz. Pag. 204."
16. Pedagogia,PEDAGOGIA,14-16-469,"GUERRA, Hector",COMO ESTUDIAR HOY,1,Buenos Aires,1978,Trillas,140,,968-24-0666-8,1,R,Biblioteca,False,,"GUERRA. Hector. COMO ESTUDIAR HOY. 1° Edición. Buenos Aires, 1978. Editorial. Trillas. Pag. 140. ISBN. 968-24-0666-8."
16. Pedagogia,PEDAGOGIA,14-16-470,"GUINERY, Michael",APRENDER A ESTUDIAR,1,Barcelana,1968,"Fontanella, S",100,,84-224-0164-6,1,R,Biblioteca,False,,"GUINERY. Michael. APRENDER A ESTUDIAR. 1° Edición. Educación Padres. Barcelana, 1968. Editorial. Fontanella, S.A. Pag. 100. ISBN. 84-224-0164-6."
16. Pedagogia,PEDAGOGIA,14-16-471,"KORNHAUSER, Arthur",W. EL ARTE DE APRENDER A ESTUDIAR,8,Barcelona,1972,"Iberia, S",,,,1,R,Biblioteca,True,Sin ISBN detectado,"KORNHAUSER. Arthur. W. EL ARTE DE APRENDER A ESTUDIAR. 8° Edición. Barcelona, 1972. Editorial. Iberia, S.A."
16. Pedagogia,PEDAGOGIA,14-16-472,,,2,Madrid,1982,S,152,,84-348-0747-5,1,R,Biblioteca,True,Autor/título no identificado automáticamente,GOMEZ. M. Mercedes. EL NIÑO Y LOS LIBROS COMO DESPERTAR UNA AFICCION. 2° Edición. Madrid. 1982. Editorial. S.M. Pag. 152. ISBN. 84-348-0747-5.
16. Pedagogia,PEDAGOGIA,14-16-473,"GUILLEN, Clotilde",LOS JARDINES DE INFANTES,2,Buenos Aires,1974,Kapelusz,135,,,1,R,Biblioteca,True,Sin ISBN detectado,"GUILLEN. Clotilde. LOS JARDINES DE INFANTES. 2° Edición. Biblioteca de cultura pedagogica. Buenos Aires, 1974. Editorial. Kapelusz. Pag. 135."
16. Pedagogia,PEDAGOGIA,14-16-474,"MIRA, Emilio",EL NIÑO QUE NO APRENDE,4,Buenos Aires,1959,Kapelusz,130,,,1,R,Biblioteca,True,Sin ISBN detectado,"MIRA. Emilio. EL NIÑO QUE NO APRENDE. 4° Edición. Biblioteca de cultura pedagogica. Buenos Aires, 1959. Editorial. Kapelusz. Pag. 130"
16. Pedagogia,PEDAGOGIA,14-16-475,,,1,La Habana,1988,Pueblo y Educación,340,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"JUKOVSKAIA. R.I. LA EDUCACION DEL NIÑO EN EL JUEGO. 1° Edición. La Habana, 1988. Editorial. Pueblo y Educación. Pag. 340."
16. Pedagogia,PEDAGOGIA,14-16-476,"MARTINEZ, Gilma",ORIENTACIONES SOBRE EDUCACION PRE-ESCOLAR,4,Bogota,1971,M,90,,,1,R,Biblioteca,True,Sin ISBN detectado,"MARTINEZ. Gilma. ORIENTACIONES SOBRE EDUCACION PRE-ESCOLAR. 4° Edición. Bogota, 1971. Editorial. M.E.N. Pag. 90."
16. Pedagogia,PEDAGOGIA,14-16-477,"PIERRE, Cailly",ORIENTACION ESCOLAR Y PROFESIONAL DE LOS NIÑOS,1,Madrid,1977,"Oikos-tau, S",175,,84-281-0339-9,1,R,Biblioteca,False,,"PIERRE. Cailly. ORIENTACION ESCOLAR Y PROFESIONAL DE LOS NIÑOS. 1° Edición. Madrid, 1977. Editorial. Oikos-tau, S.A. Pag. 175. ISBN. 84-281-0339-9."
16. Pedagogia,PEDAGOGIA,14-16-478,"MAYANS, Eduardo",1 EDUCACION PREESCOLAR 2° DE PARVULOS GUIA PROFESOR,1,Madrid,1971,Bruño,160,,,1,R,Biblioteca,True,Sin ISBN detectado,"MAYANS. Eduardo. 1 EDUCACION PREESCOLAR 2° DE PARVULOS GUIA PROFESOR. 1° Edición. Madrid, 1971. Editorial. Bruño. Pag. 160"
16. Pedagogia,PEDAGOGIA,14-16-479,"FERNANDEZ, Jesus",A. PSICOMOTRICIDAD Y CREATIVIDAD DINAMICA -1,3,Madrid,1990,Bruño,205,,84-216-0988-2,1,R,Biblioteca,False,,"FERNANDEZ. Jesus. A. PSICOMOTRICIDAD Y CREATIVIDAD DINAMICA -1. 3° Edición. Madrid, 1990. Editorial. Bruño. Pag. 205. ISBN. 84-216-0988-2."
16. Pedagogia,PEDAGOGIA,14-16-480,"BRUNET, Juan Jose",TECNICAS DE LECTURA EFICAZ. 1°,,Madrid,1991,"Madrid, 1991",212,,84-216-1137-2,1,R,Biblioteca,False,,"BRUNET. Juan Jose. TECNICAS DE LECTURA EFICAZ. 1° Editorial. Madrid, 1991. Editorial. Bruño. Pag. 212. ISBN. 84-216-1137-2."
16. Pedagogia,PEDAGOGIA,14-16-481,"PORCHER, Louis",LA EDUCACION ESTETICA LUJO O NECESIDAD,1,Madrid,1975,Kapelusz,220,,,1,R,Biblioteca,True,Sin ISBN detectado,"PORCHER. Louis. LA EDUCACION ESTETICA LUJO O NECESIDAD. 1° Edición. Madrid, 1975. Editorial. Kapelusz. Pag. 220."
16. Pedagogia,PEDAGOGIA,14-16-482,,,1,Buenos Aires,1970,Kapelisz,250,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"GARRETT.J. John. COMO SER BUEN MAESTRO UNA INTRODUCCION A LA PEDAGOGIA. 1° Edición. Buenos Aires, 1970. Editorial. Kapelisz.Pag. 250."
16. Pedagogia,PEDAGOGIA,14-16-483,"CARRETERO, Mario",CONSTRUCTIVISMO Y EDUCACION,1,Buenos Aires,1993,"Aique, S",120,,950-701-262-1,1,R,Biblioteca,False,,"CARRETERO. Mario. CONSTRUCTIVISMO Y EDUCACION. 1° Edición. Buenos Aires, 1993. Editorial. Aique, S.A. Pag. 120. ISBN. 950-701-262-1."
16. Pedagogia,PEDAGOGIA,14-16-484,"PORLAN, Rafael",1CONSTRUCTIVISMO Y ESCUELA,1,Sevilla,1993,"Servigraf, S",190,,84-87118-65-8,1,R,Biblioteca,False,,"PORLAN. Rafael. 1CONSTRUCTIVISMO Y ESCUELA. 1° Edición. Colección invesatigacion y enseñanza. Sevilla, 1993. Editorial. Servigraf, S.L. Pag. 190. ISBN. 84-87118-65-8."
16. Pedagogia,PEDAGOGIA,14-16-485,"HAINSTOCK, Elizabeth","ENSEÑANZA MONTESSORI EN EL HOGAR, LOS AÑOS DE PREESCOLAR",1,Buenos Aires,1972,Diana,125,,,1,R,Biblioteca,True,Sin ISBN detectado,"HAINSTOCK. Elizabeth. ENSEÑANZA MONTESSORI EN EL HOGAR, LOS AÑOS DE PREESCOLAR. 1° Edición. Buenos Aires, 1972. Editorial. Diana. Pag. 125"
16. Pedagogia,PEDAGOGIA,14-16-486,"POZO, Juan Ignacio",TEORIAS COGNITIVAS DEL APRENDIZAJE,3,Buenos Aires,1994,Morata,285,,84-7112-335-5,1,R,Biblioteca,False,,"POZO. Juan Ignacio. TEORIAS COGNITIVAS DEL APRENDIZAJE. 3° Edición. Buenos Aires, 1994. Editorial. Morata. Pag. 285. ISBN. 84-7112-335-5."
16. Pedagogia,PEDAGOGIA,14-16-487,"FAHRMANN, Willi",LA ESCUELA ES MAS QUE ENSEÑAR SUGERENCIAS,1,Buenos Aires,1981,SM,170,,84-348-0946-X,1,R,Biblioteca,False,,"FAHRMANN. Willi. LA ESCUELA ES MAS QUE ENSEÑAR SUGERENCIAS. 1° Edición. Buenos Aires, 1981. Editorial. SM. Pag. 170. ISBN. 84-348-0946-X"
16. Pedagogia,PEDAGOGIA,14-16-488,"FAHRMANN, Willi",LA ESCUELA ES MAS QUE ENSEÑAR SUGERENCIAS,1,Buenos Aires,1981,SM,170,,84-348-0946-X,1,R,Biblioteca,False,,"FAHRMANN. Willi. LA ESCUELA ES MAS QUE ENSEÑAR SUGERENCIAS. 1° Edición. Buenos Aires, 1981. Editorial. SM. Pag. 170. ISBN. 84-348-0946-X"
16. Pedagogia,PEDAGOGIA,14-16-489,"NICHOLLS, Audrey",ENSEÑANZA CREATIVA,1,Buenos Aires,1972,Diana,158,,,1,R,Biblioteca,True,Sin ISBN detectado,"NICHOLLS. Audrey. ENSEÑANZA CREATIVA. 1° Edición. Buenos Aires, 1972. Editorial. Diana. Pag. 158."
16. Pedagogia,PEDAGOGIA,14-16-490,,,1,Bogota,1992,"Libros & libres, S",130,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"MARTINEZ. R. Miguel. FORMACION Y DOCENCIA PARA LA ECONOMIA SOLIDARIA. 1° Edición. Bogota, 1992. Editorial. Libros & libres, S.A. Pag. 130."
16. Pedagogia,PEDAGOGIA,14-16-491,"HAINSTOCK, Elizabeth","ENSEÑANZA MONTESSORI EN EL HOGAR, LOS AÑOS ESCOLARES",1,Buenos Aires,1971,Diana,185,,,1,R,Biblioteca,True,Sin ISBN detectado,"HAINSTOCK. Elizabeth. ENSEÑANZA MONTESSORI EN EL HOGAR, LOS AÑOS ESCOLARES. 1° Edición. Buenos Aires, 1971. Editorial. Diana. Pag. 185."
16. Pedagogia,PEDAGOGIA,14-16-492,"HALL, Olive",LA ENSEÑANZA DE LA ECONOMIA EN EL HOGAR,1,,1965,Pax,380,,,1,R,Biblioteca,True,Sin ISBN detectado,"HALL. Olive. LA ENSEÑANZA DE LA ECONOMIA EN EL HOGAR. 1° Edición. Buenos Aires., 1965. Editorial. Pax. Pag. 380."
16. Pedagogia,PEDAGOGIA,14-16-493,"ANDUEZA, María",DINAMICA DE GRUPOS EN EDUCACION,2,Edición,1979,Trillas,150,,968-24-1291-9,1,R,Biblioteca,False,,"ANDUEZA. María. DINAMICA DE GRUPOS EN EDUCACION. 2° Edición. 1979. Buenos Aires, 1979. Editorial. Trillas. Serie. Temas básicos. Pag. 150. ISBN. 968-24-1291-9."
16. Pedagogia,PEDAGOGIA,14-16-494,"GONZALVO, Gonzalo",ORIENTACION DEL ESCOLAR,1,Buenos Aires,1920,Morata,415,,,1,R,Biblioteca,True,Sin ISBN detectado,"GONZALVO. Gonzalo. ORIENTACION DEL ESCOLAR. 1° Edición. Buenos Aires, 1920. Editorial. Morata. Pag. 415."
16. Pedagogia,PEDAGOGIA,14-16-495,"CAJIAO R, Francisco",PODER Y JUSTICIA EN LA ESUELA COLOMBIANA,2,Bogotá,1995,Alegria de Enseñar,200,,958-9362-06-0,1,R,Biblioteca,False,,"CAJIAO R. Francisco. PODER Y JUSTICIA EN LA ESUELA COLOMBIANA. 2° Edición. Bogotá, 1995. Editorial. Alegria de Enseñar. Pag. 200. ISBN. 958-9362-06-0."
16. Pedagogia,PEDAGOGIA,14-16-496,,,,Edicicón,1980,,215,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,CALLE. P. Victor M. POLITICA EDUCATIVA OFICIAL LA REFORMA. 1° Edicicón. 1980. Pag. 215
16. Pedagogia,PEDAGOGIA,14-16-497,,,,Edicicón,1980,,215,,,1,R,,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Ubicación vacía,CALLE. P. Victor M. POLITICA EDUCATIVA OFICIAL LA REFORMA. 1° Edicicón. 1980. Pag. 215
16. Pedagogia,PEDAGOGIA,14-16-498,"ALBARRACIN, Maryen",OPCIONES PEDAGOGICAS PARA NUESTRO MEDIO,1,Bogota,1989,Usta,390,,,1,R,Biblioteca,True,Sin ISBN detectado,"ALBARRACIN. Maryen. OPCIONES PEDAGOGICAS PARA NUESTRO MEDIO. 1° Edición. Bogota, 1989. Editorial. Usta. Pag. 390."
16. Pedagogia,PEDAGOGIA,14-16-499,,,1,Cali,2001,Artes Graficas del Valle,170,,958-33-2236-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"ZAMBRANO. L. Armando. PEDAGOGIA, EDUCABILIDAD Y FORMACION DE DOCENTES. 1° Edición. Nueva Biblioteca Pedagogica. Cali, 2001. Editorial. Artes Graficas del Valle. Pag. 170. ISBN. 958-33-2236-9."
16. Pedagogia,PEDAGOGIA,14-16-500,"ALPERA, Felix",ESCUELAS NORMALES RURAL,2,Bogota,1934,"Dalmau Pla, S",170,,,1,R,Biblioteca,True,Sin ISBN detectado,"ALPERA. Felix. ESCUELAS NORMALES RURAL . 2° Edición. Bogota, 1934. Editorial. Dalmau Pla, S.A. Pag. 170."
16. Pedagogia,PEDAGOGIA,14-16-501,"CASTRILLON, Doris y Otros",LA FORMACION DEL MAESTRO COMO SUJETO DEL SABER PEDAGOGICO,1,Copacabana,2003,Litoimpresos y servicios,80,Ideas gráficas,958-33-5132-6,1,R,Biblioteca,False,,"CASTRILLON. Doris y Otros. LA FORMACION DEL MAESTRO COMO SUJETO DEL SABER PEDAGOGICO. 1° Edición. Copacabana, 2003. Editorial. Litoimpresos y servicios. Ilus. Ideas gráficas. Pag. 80. ISBN. 958-33-5132-6."
16. Pedagogia,PEDAGOGIA,14-16-502,"CASTRILLON, Doris y Otros",LA FORMACION DEL MAESTRO COMO SUJETO DEL SABER PEDAGOGICO,1,Copacabana,2003,Litoimpresos y servicios,80,Ideas gráficas,958-33-5132-6,1,R,Biblioteca,False,,"CASTRILLON. Doris y Otros. LA FORMACION DEL MAESTRO COMO SUJETO DEL SABER PEDAGOGICO. 1° Edición. Copacabana, 2003. Editorial. Litoimpresos y servicios. Ilus. Ideas gráficas. Pag. 80. ISBN. 958-33-5132-6."
16. Pedagogia,PEDAGOGIA,14-16-503,"ARCINIEGAS, Julia",MAESTROS PARA EL SIGLO XXI.Coleccion 2. La,,La Ceja,1996,ASONEN,80,,,1,R,Biblioteca,True,Sin ISBN detectado,"ARCINIEGAS. Julia. MAESTROS PARA EL SIGLO XXI.Coleccion 2. La Ceja, 1996. Editorial. ASONEN. Pag. 80"
16. Pedagogia,PEDAGOGIA,14-16-504,"ARCINIEGAS, Julia",MAESTROS PARA EL SIGLO XXI.Coleccion 2. La,,La Ceja,1996,ASONEN,80,,,1,R,Biblioteca,True,Sin ISBN detectado,"ARCINIEGAS. Julia. MAESTROS PARA EL SIGLO XXI.Coleccion 2. La Ceja, 1996. Editorial. ASONEN. Pag. 80"
16. Pedagogia,PEDAGOGIA,14-16-505,"ARCINIEGAS, Julia",MAESTROS PARA EL SIGLO XXI.Coleccion 2. La,,La Ceja,1996,ASONEN,80,,,1,R,Biblioteca,True,Sin ISBN detectado,"ARCINIEGAS. Julia. MAESTROS PARA EL SIGLO XXI.Coleccion 2. La Ceja, 1996. Editorial. ASONEN. Pag. 80"
16. Pedagogia,PEDAGOGIA,14-16-506,,,2,Bogota,1994,Voluntad,135,,958-9567-0-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"CAJAMARCA. R. Carlos, Enrique. APRENDER A EDUCARSE SER Y A OBRAR. 2° Edición. Bogota, 1994. Editorial. Voluntad. Pag. 135. ISBN. 958-9567-0-9."
16. Pedagogia,PEDAGOGIA,14-16-507,,,2,Bogota,1994,Voluntad,135,,958-9567-0-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"CAJAMARCA. R. Carlos, Enrique. APRENDER A EDUCARSE SER Y A OBRAR. 2° Edición. Bogota, 1994. Editorial. Voluntad. Pag. 135. ISBN. 958-9567-0-9."
16. Pedagogia,PEDAGOGIA,14-16-508,,,2,Bogota,1994,Voluntad,135,,958-9567-0-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"CAJAMARCA. R. Carlos, Enrique. APRENDER A EDUCARSE SER Y A OBRAR. 2° Edición. Bogota, 1994. Editorial. Voluntad. Pag. 135. ISBN. 958-9567-0-9."
16. Pedagogia,PEDAGOGIA,14-16-509,,,2,Bogota,1994,Voluntad,135,,958-9567-0-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"CAJAMARCA. R. Carlos, Enrique. APRENDER A EDUCARSE SER Y A OBRAR. 2° Edición. Bogota, 1994. Editorial. Voluntad. Pag. 135. ISBN. 958-9567-0-9."
16. Pedagogia,PEDAGOGIA,14-16-510,,,1,,,Prolibros,130,,958-9120-73-3,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,RUIZ. A. Nubia Consuelo. ESCUELA DEL TERCER MILENIO. 1° Edición. Bogota. Editorial. Prolibros. Pag. 130. ISBN. 958-9120-73-3.
16. Pedagogia,PEDAGOGIA,14-16-511,,,1,,,Prolibros,130,,958-9120-73-3,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,RUIZ. A. Nubia Consuelo. ESCUELA DEL TERCER MILENIO. 1° Edición. Bogota. Editorial. Prolibros. Pag. 130. ISBN. 958-9120-73-3.
16. Pedagogia,PEDAGOGIA,14-16-512,,,1,,,Prolibros,130,,958-9120-73-3,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,RUIZ. A. Nubia Consuelo. ESCUELA DEL TERCER MILENIO. 1° Edición. Bogota. Editorial. Prolibros. Pag. 130. ISBN. 958-9120-73-3.
16. Pedagogia,PEDAGOGIA,14-16-513,,,1,,,Prolibros,130,,958-9120-73-3,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,RUIZ. A. Nubia Consuelo. ESCUELA DEL TERCER MILENIO. 1° Edición. Bogota. Editorial. Prolibros. Pag. 130. ISBN. 958-9120-73-3.
16. Pedagogia,PEDAGOGIA,14-16-514,,,1,Bogota,1996,Lito Offset,380,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,ANGARITA. S. Tulio. M. LOS EDUCADORES DEL TERCER MILENIO Y LA EVALUACION DE COMPETENCIAS. 1° Edición. Bogota. 1996. Editorial. Lito Offset. Pag. 380
16. Pedagogia,PEDAGOGIA,14-16-515,,,1,Bogota,1967,Stella,140,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"HERNANDEZ. V. Jose G. MANUAL DE AYUDAS AUDIOVISUALES Y MATERIAL DIDACTICO. 1° Edición, Bogota, 1967. Editorial. Stella. Pag. 140."
16. Pedagogia,PEDAGOGIA,14-16-516,,,1,Bogota,1969,Tipografia Antorcha,178,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"PORRAS. R. Alfredo. LOS AUXILIARES AUDIVISUALES EN LA ENSEÑANZA. 1° Edición. Bogota, 1969. Editorial. Tipografia Antorcha. Pag. 178"
16. Pedagogia,PEDAGOGIA,14-16-517,,,1,Bogota,1969,Tipografia Antorcha,179,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"PORRAS. R. Alfredo. LOS AUXILIARES AUDIVISUALES EN LA ENSEÑANZA. 1° Edición. Bogota, 1969. Editorial. Tipografia Antorcha. Pag. 179"
16. Pedagogia,PEDAGOGIA,14-16-518,"SCUORZO, Hebert",E. MANUAL PRACTICO DE MEDIOS AUDIOVISUALES,1,Buenso Aires,1970,Kapelusz,260,,,1,R,Biblioteca,True,Sin ISBN detectado,"SCUORZO. Hebert. E. MANUAL PRACTICO DE MEDIOS AUDIOVISUALES. 1° Edición, Buenso Aires, 1970. Editorial. Kapelusz. Pag. 260."
16. Pedagogia,PEDAGOGIA,14-16-519,,,,Bogota,1997,M,166,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"NIÑO. D. Jaime. DESARROLLO DE POLITICAS Y PROGRAMAS EN EDUCACIÓN. Bogota, 1997. Editorial. M.E.N. Pag. 166"
16. Pedagogia,PEDAGOGIA,14-16-520,"ZAVALETA, Esther",T. EVALUACION DE MATERIALES AUDIOVISULES PARA LA ENSEÑANZA LA ESCUELA EN EL TIEMPO,1,Buenos Aires,1971,Eudeba,220,,,1,R,Biblioteca,True,Sin ISBN detectado,"ZAVALETA. Esther. T. EVALUACION DE MATERIALES AUDIOVISULES PARA LA ENSEÑANZA LA ESCUELA EN EL TIEMPO. 1° Edición. Buenos Aires, 1971. Editorial. Eudeba. Pag. 220."
16. Pedagogia,PEDAGOGIA,14-16-521,"MALLAS C, Santiago",TECNICAS Y RECURSOS AUDIOVISUALES,1,Buenos Aires,1977,"Oikos-tau, S",160,,,1,R,Biblioteca,True,Sin ISBN detectado,"MALLAS C. Santiago. TECNICAS Y RECURSOS AUDIOVISUALES. 1° Edición. Buenos Aires, 1977. Editorial. Oikos-tau, S.A. Pag. 160."
16. Pedagogia,PEDAGOGIA,14-16-522,"TICKTON, Sidney",LA EDUCACION EN LA ERA TECNOLOGIA,1,Buenos Aires,1974,Bowker,380,,,1,R,Biblioteca,True,Sin ISBN detectado,"TICKTON. Sidney. LA EDUCACION EN LA ERA TECNOLOGIA. 1° Edición. Buenos Aires, 1974. Editorial. Bowker. Pag. 380."
16. Pedagogia,PEDAGOGIA,14-16-523,,,1,Bogota,1998,Arte y Fotolito Ltda,100,,958-11-0409-7,1,R,Biblioteca,True,Autor/título no identificado automáticamente,"MUÑOZ. U. Luis Carlos. EDUCACION TECNICA Y TECNOLOGICA COMISION PARA SU FORTALECIMIENTO. 1° Edición. Bogota, 1998. Editorial. Arte y Fotolito Ltda. Pag. 100. ISBN. 958-11-0409-7."
16. Pedagogia,PEDAGOGIA,14-16-524,"GONZALEZ G, Roque y Otros",FORMACION TECNICA Y TECNOLOGICA,1,Cartagena,1990,ICFES,280,,958-11-0356-2,1,R,Biblioteca,False,,"GONZALEZ G. Roque y Otros. FORMACION TECNICA Y TECNOLOGICA. 1° Edición. Cartagena, 1990. Editorial. ICFES. Pag. 280. Volumen I. ISBN. 958-11-0356-2."
16. Pedagogia,PEDAGOGIA,14-16-525,"GONZALEZ G, Roque y Otros",FORMACION TECNICA Y TECNOLOGICA,1,Cartagena,1990,ICFES,480,,958-11-0356-2,1,R,Biblioteca,False,,"GONZALEZ G. Roque y Otros. FORMACION TECNICA Y TECNOLOGICA. 1° Edición. Cartagena, 1990. Editorial. ICFES. Pag. 480. Volumen II. ISBN. 958-11-0356-2."
16. Pedagogia,PEDAGOGIA,14-16-526,"MEJIA, Frnacisco",J. GESTION TECNOLOGICA,1,Bogota,1998,Guadalupe Ltda,100,,958-96318-2-7,1,R,Biblioteca,False,,"MEJIA. Frnacisco. J. GESTION TECNOLOGICA. 1° Edición. Bogota, 1998. Editorial. Guadalupe Ltda. Pag. 100. ISBN. 958-96318-2-7."
